incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,industry_name
2022-1002-001,ReserveSecura Group Holdings Ltd.,409011049.14,IN,52,,1108,True,RESE.NS,2022-10-02,False,2022-11-01,2023-01-03,data_breach,malware,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,APT41,probable,18853.0,PII,"active_directory,cloud_infrastructure,HR_systems,ERP,VPN",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001215860&type=8-K&dateb=20220518&owner=include&count=10,,sec_filing,1,75.32,Silver,,79757154.58,estimated,,,,61744780.37,10389212.8,,26884545.88,151891147.75,estimated,125326349.67,244328468.39,166862018.42,CPI-U 2022 (292.655),13.21,11.66,11.43,11.56,11.94,5288540.0,8182012.0,S&P 500 Financials,-0.017014,-0.01982,-0.008845,0.024011,-0.019647,-0.008845,0.024011,0.003644,-2.0501,0.97495,0.8551,1.0,False,2029184633.26,1.5471,0.029812,0.033633,53.0,Finance & Insurance
2025-1214-001,PublicBorough Agency GmbH,483890032.57,DE,92,,4203,False,,2025-12-14,False,2025-12-25,2026-01-17,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,377861.0,mixed,"ERP,website,VPN",,https://unit42.paloaltonetworks.com/threat-brief-publicborough-agency-2025/,https://www.publicborough-agency-gmbh.com/newsroom/2025/11/security-update,cybersecurity_firm,3,89.6,Gold,,933636.3,estimated,,,,747793.73,161130.0,,1102812.98,1842560.03,estimated,1359554.97,3260669.1,1842560.03,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2021-1217-001,Polaris Noble Logistics Holdings Inc.,1206339366.45,US,48-49,,5128,True,PNL,2021-12-17,False,2022-01-03,2022-02-02,phishing,supply_chain,,NoName057,unknown,54963.0,credentials,"ERP,backup_systems,manufacturing_OT",,https://www.polaris-noble-logistics-h.com/newsroom/2021/04/security-update,https://www.mandiant.com/resources/blog/polaris-noble-logist-incident-response-2021,company_pr,2,52.85,Bronze,low_quality_score,9402075.46,calculated,,,,8083196.8,922285.74,3686949.34,,22094507.34,estimated,16063713.63,33759660.95,26214651.47,CPI-U 2021 (270.97),11.34,11.13,10.98,11.06,11.05,4086077.0,8621918.0,S&P 500 Industrials,-0.006541,-0.013612,-0.006031,-0.007276,-0.012544,-0.006031,-0.007276,-0.011614,-1.9407,1.0,-0.3078,1.0,False,2714516876.86,2.1101,0.017231,0.030318,31.0,Transportation/Warehousing
2023-0705-001,Rossi Learning Co.,895536291.0,US,61,,10767,False,,2023-07-05,False,2023-08-08,2023-08-21,ransomware,,,,,1399411.0,credentials,"file_servers,backup_systems,ERP",83.59,https://www.bleepingcomputer.com/news/security/rossi-learning-co-hit-by-cyberattack-2023/,https://blog.talosintelligence.com/2023/05/rossi-learning-co-campaign.html,verified_media,4,85.51,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2021-0929-001,LiveMedia Productions Group Inc.,456009014.89,MY,71,,2182,False,,2021-09-29,False,2021-12-31,2022-01-20,data_breach,phishing,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,,,"ERP,CRM,email,backup_systems,file_servers",,https://www.theregister.com/2021/07/21/livemedia-production_security_incident/,,verified_media,4,81.29,Silver,,31666820.89,disclosed,,,,9721884.09,7217327.12,,15078487.35,48606032.1,disclosed,31311061.25,78724593.21,57669997.86,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Arts/Entertainment/Recreation
2022-0910-001,MetroCivic Department Group PLC,15370303302.14,GB,92,71,140613,False,,2022-09-10,False,2022-09-21,2022-10-29,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,APT41,suspected,,,"active_directory,manufacturing_OT",,https://www.edpb.europa.eu/decisions/2022/10/INQ-2022-00168,https://www.metrocivic-department-gro.com/newsroom/2022/02/security-update,gdpr_notification,1,91.58,Gold,,144816975.17,disclosed,,,,152769019.55,40036017.19,,,337622011.91,calculated,283590394.95,506733277.76,370899102.46,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2024-0302-001,Silver Granite Freight Inc.,8048202471.9,CA,48-49,,59433,True,SGF.TO,2024-03-02,False,2024-03-19,2024-04-03,ddos,,,DarkSide,suspected,,,"CRM,ERP",55.71,https://www.mandiant.com/resources/blog/silver-granite-freig-incident-response-2024,,cybersecurity_firm,3,98.87,Gold,,67982891.15,calculated,,,,22575253.22,16339629.87,,36142621.55,106897774.24,disclosed,89344154.03,169719026.36,109211078.9,CPI-U 2024 (314.69),55.19,54.85,53.78,54.23,54.36,370906.0,771385.0,S&P 500 Industrials,0.012847,-0.019477,-0.011375,-0.009024,-0.018426,-0.011375,-0.009024,0.006099,-1.7773,1.0,-0.6382,1.0,False,37232866639.79,2.0797,0.012896,0.01549,53.0,Transportation/Warehousing
2023-0507-001,Montpellier Healthcare SA,105038086.57,FR,62,,504,False,,2023-05-07,False,2023-06-06,2023-06-18,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,RansomHub,probable,,,"SCADA,active_directory,HR_systems,website",29.7,https://therecord.media/2023/09/25/montpellier-healthcare-sa-breached,https://www.montpellier-healthcare-sa.com/newsroom/2023/07/security-update,verified_media,4,73.88,Silver,,6963985.26,estimated,,,,7118387.89,536754.83,,,14619127.98,estimated,11574117.31,22065837.28,15425069.89,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2023-0412-001,SyncNet Dynamics Corp.,30158113950.05,US,51,,57888,True,SYNC,2023-04-12,False,2023-10-13,2023-10-30,trojan,data_breach,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,Vice_Society,probable,261104.0,mixed,"ERP,manufacturing_OT,active_directory,cloud_infrastructure,email",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001809932&type=8-K&dateb=20230421&owner=include&count=10,,sec_filing,1,96.25,Gold,,1800000.0,estimated,,,,1726874.91,100883.26,,2211072.47,3627758.17,estimated,2263319.03,5558912.75,3827753.84,CPI-U 2023 (304.702),384.56,385.27,374.52,369.95,372.09,952508.0,2396345.0,S&P 500 Information Technology,-0.001171,-0.027914,-0.039759,-0.034209,-0.026219,-0.039759,-0.034209,-0.008958,-2.765,0.6175,-1.7387,1.0,False,239922897016.51,2.5158,0.031827,0.062264,309.0,Information/Tech
2024-0113-001,Eagle Atlas Technologies Corp.,1551319568.58,US,51,62,3017,False,,2024-01-13,False,2024-01-21,2024-02-11,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,,,"SCADA,website,ERP,customer_database",,https://www.eagle-atlas-technologies-.com/newsroom/2024/08/security-update,,company_pr,2,73.46,Silver,,1260757.06,estimated,,,,839513.99,65145.25,,,2165416.3,estimated,1729461.58,3258156.13,2212276.65,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Information/Tech
2023-1229-001,CountyCounty Administration Group Inc.,40112516843.5,US,92,51,617844,False,,2023-12-29,False,2024-01-16,2024-03-17,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Conti,probable,230489.0,mixed,"HR_systems,VPN",46.06,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001966755&type=8-K&dateb=20230524&owner=include&count=10,,sec_filing,1,89.84,Gold,,295644724.03,calculated,,,,187476590.83,68398984.06,,173777751.27,551520298.92,calculated,433876088.65,991369457.1,581925212.51,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2024-1002-001,Houston Agency Inc.,9231932763.94,FI,92,,103974,False,,2024-10-02,False,2024-10-16,2024-10-26,phishing,backdoor,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Royal,probable,608591.0,mixed,"file_servers,SCADA,VPN",,https://www.houston-agency-inc.com/newsroom/2024/05/security-update,,company_pr,2,71.15,Silver,,186668913.15,disclosed,,,,56449371.34,22316139.94,12870778.39,102917420.3,278305202.82,calculated,167000297.99,334122603.15,284327823.28,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2023-0609-001,Jasper Creative Studios Pty Ltd.,315567696.4,AU,71,,1677,True,JCS.AX,2023-06-09,False,2023-08-10,2023-09-18,ddos,,,,,,,"manufacturing_OT,cloud_infrastructure,SSO,CRM",129.43,https://www.jasper-creative-studios-p.com/newsroom/2023/06/security-update,https://unit42.paloaltonetworks.com/threat-brief-jasper-creative-stud-2023/,company_pr,2,93.4,Gold,,1838169.81,disclosed,,,,1064946.67,143804.7,,1861004.54,3046921.18,disclosed,2290351.16,3570361.9,3214895.73,CPI-U 2023 (304.702),11.65,11.74,11.84,12.04,12.38,1146928.0,4229115.0,S&P 500 Communication Services,0.011612,0.008846,0.025921,0.054253,0.010397,0.025921,0.054253,0.028468,0.3479,1.0,2.3531,0.82345,False,787576935.46,3.6873,0.032086,0.060444,,Arts/Entertainment/Recreation
2025-0129-001,Amsterdam Services N.V.,6758190236.75,NL,56,,228627,True,AMST.AS,2025-01-29,False,2025-02-17,2025-02-21,ddos,,,,,,,"SSO,HR_systems,file_servers",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001541422&type=8-K&dateb=20251212&owner=include&count=10,https://www.bleepingcomputer.com/news/security/amsterdam-services-nv-hit-by-cyberattack-2025/,sec_filing,1,97.38,Gold,,2381468.44,estimated,,,,1085167.04,652637.92,,1181743.62,4119273.4,estimated,2832705.66,5651412.91,4119273.4,CPI-U 2025 (321.5),62.58,60.46,60.41,60.65,61.62,376191.0,640723.0,S&P 500,0.019437,-0.000818,0.003218,0.019133,-0.000951,0.003218,0.019133,0.022537,-0.099,1.0,2.9118,0.5441,True,18531358972.47,1.7032,0.032675,0.039846,,Administrative/Support Services
2022-0313-001,Raleigh Holdings Holdings Inc.,381571305.56,AE,52,,1511,False,,2022-03-13,False,2022-04-15,2022-04-25,ransomware,supply_chain,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,probable,7443.0,financial,"email,SSO",10.56,https://therecord.media/2022/07/12/raleigh-holdings-holdings-breached,https://www.raleigh-holdings-holdings.com/newsroom/2022/02/security-update,verified_media,4,92.02,Gold,,1800000.0,estimated,3293647.31,,,1036166.52,342094.27,,1762697.33,3178260.79,estimated,2269632.32,4844868.86,3491520.2,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2025-0510-001,Sierra Node Ventures SA,48578250641.23,CH,51,,121295,True,SNV.SW,2025-05-10,False,2025-06-13,2025-07-07,backdoor,phishing,,,,,,"active_directory,VPN,payment_systems,SCADA",,https://www.sierra-node-ventures-sa.com/newsroom/2025/01/security-update,,company_pr,2,67.64,Bronze,,412427438.13,estimated,,,,480033355.86,140677983.9,,,1033138777.89,disclosed,826895769.39,1496154165.81,1033138777.89,CPI-U 2025 (321.5),645.48,632.61,609.7,617.52,636.83,21908620.0,74656699.0,S&P 500 Information Technology,0.013422,-0.036212,-0.023851,0.006667,-0.030705,-0.023851,0.006667,0.013122,-1.7387,1.0,0.2282,1.0,False,356425347558.88,3.4076,0.034594,0.060793,32.0,Information/Tech
2023-1209-001,Timber Baltic Labs Corp.,760011461.36,US,62,,3539,True,TBL,2023-12-09,True,2024-01-12,2024-01-22,ransomware,data_breach,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,1474963.0,mixed,"customer_database,cloud_infrastructure",19.05,https://www.cnil.fr/decisions/2023/07/INQ-2023-00179,https://www.theregister.com/2023/01/09/timber-baltic-labs-c_security_incident/,gdpr_notification,1,90.97,Gold,,52066109.48,estimated,6134568.6,3248442.9,congressional testimony,36926475.03,10196721.4,,53133710.53,102437748.81,estimated,69221143.86,135025438.25,108085067.52,CPI-U 2023 (304.702),9.38,9.19,8.67,8.65,9.01,478373.0,897412.0,S&P 500 Health Care,0.006586,-0.056546,-0.058674,-0.019761,-0.054768,-0.058674,-0.019761,-0.015244,-3.1486,0.4257,-0.5836,1.0,True,4734557506.24,1.876,0.02365,0.027048,23.0,Healthcare
2023-0126-001,Okonkwo Retail Group SA,185852301.53,FR,44-45,61,1612,True,OKON.PA,2023-01-26,False,2023-05-01,2023-05-21,malware,,,Hive,probable,8223.0,PII,"CRM,active_directory,website,customer_database,ERP",22.2,https://www.okonkwo-retail-group-sa.com/newsroom/2023/06/security-update,,company_pr,2,97.38,Gold,,658157.1,disclosed,,,,776071.87,158842.49,,1019778.0,1593071.46,estimated,987212.39,2792393.58,1680896.33,CPI-U 2023 (304.702),14.15,14.29,14.21,14.14,13.98,424173.0,1542127.0,S&P 500 Consumer Discretionary,-0.006951,-0.005854,-0.010298,-0.02152,-0.005397,-0.010298,-0.02152,-0.023522,-0.3574,1.0,-3.2285,0.38575,False,806626238.67,3.6356,0.032406,0.058346,171.0,Retail Trade
2024-1121-001,Lantern Borealis Transport Group SA,303618338.7,FR,48-49,,2120,False,,2024-11-21,False,2024-11-29,2024-12-11,ransomware,,,,,122513.0,financial,"active_directory,cloud_infrastructure,manufacturing_OT,email,file_servers",30.9,https://www.lantern-borealis-transpor.com/newsroom/2024/04/security-update,,company_pr,2,73.81,Silver,,11012612.09,estimated,2791913.98,2230082.01,blockchain analysis,7054524.68,3685323.59,519104.39,6409895.12,24501646.76,calculated,19998815.52,40390193.27,25031870.84,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation/Warehousing
2024-0629-001,Nexus Summit Industries Corp.,116374357.95,US,31-33,,655,True,NSI,2024-06-29,False,2024-08-31,2024-11-03,trojan,,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,,,,,"manufacturing_OT,backup_systems,SSO",,https://www.nexus-summit-industries-c.com/newsroom/2024/08/security-update,,company_pr,2,58.94,Bronze,low_quality_score,1370720.75,disclosed,,,,1530482.09,226177.19,,,3127380.03,estimated,2197214.18,4890193.36,3195057.61,CPI-U 2024 (314.69),11.33,10.56,10.35,10.62,10.74,937190.0,1873876.0,S&P 500 Industrials,-0.008034,-0.019547,0.006136,0.016858,-0.016934,0.006136,0.016858,-0.012942,-1.9349,1.0,1.064,1.0,False,691713135.04,1.9995,0.02331,0.030715,,Manufacturing
2024-1105-001,SanDiego Services Co.,414106058.1,US,54,51,1850,False,,2024-11-05,False,2025-01-05,2025-01-13,ransomware,ddos,,,,,,"backup_systems,CRM,manufacturing_OT",274.09,https://blog.talosintelligence.com/2024/01/sandiego-services-co-campaign.html,,cybersecurity_firm,3,97.17,Gold,,111808635.69,estimated,5336881.32,,,109812447.09,25038827.75,,,246659910.53,disclosed,170593971.9,388920779.42,251997715.96,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Professional/Scientific Services
2022-0816-001,Sequoia Expert Consulting Group Inc.,6378106796.04,US,54,,33772,True,SEC,2022-08-16,False,2022-08-26,2022-10-04,ransomware,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Lazarus_Group,unknown,36959.0,credentials,"cloud_infrastructure,CRM,backup_systems",7.78,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001892253&type=8-K&dateb=20220401&owner=include&count=10,https://www.mandiant.com/resources/blog/sequoia-expert-consu-incident-response-2022,sec_filing,1,95.82,Gold,,3980146.29,disclosed,9702761.93,7398507.79,court filing,3516613.89,1238759.55,,2969519.24,16134027.52,disclosed,12377803.33,19233199.76,17724248.17,CPI-U 2022 (292.655),52.51,54.12,53.4,52.97,54.13,901782.0,1904320.0,S&P 500,0.006886,-0.013358,-0.021282,0.000167,-0.016011,-0.021282,0.000167,0.017525,-1.2333,1.0,0.0071,1.0,False,39308094352.43,2.1117,0.015323,0.030362,22.0,Professional/Scientific Services
2025-0127-001,Frontier Urban Properties S.L.,35095220.87,ES,53,51,133,False,,2025-01-27,False,2025-02-08,2025-02-18,ransomware,phishing,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,14696.0,PII,CRM,,https://www.bfdi.bund.de/decisions/2025/11/INQ-2025-00185,,gdpr_notification,1,91.11,Gold,,9475709.63,disclosed,23598436.79,,,4367502.86,2635491.85,,9574373.5,16478704.34,calculated,11297930.38,26308635.48,16478704.34,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Real Estate
2024-0320-001,Citadel Store Retail AB,372760483.25,SE,44-45,,4423,False,,2024-03-20,False,2024-03-28,2024-05-14,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,"VPN,active_directory,backup_systems,CRM,payment_systems",163.08,https://www.bfdi.bund.de/decisions/2024/12/INQ-2024-00186,https://www.theregister.com/2024/07/01/citadel-store-retail_security_incident/,gdpr_notification,1,91.13,Gold,,7292301.03,estimated,,,,3867372.66,2185980.41,,4553579.44,13345654.1,calculated,9869338.64,21758234.28,13634458.65,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2023-0521-001,ArchDraft Development Pvt. Ltd.,342868920.5,IN,23,,2013,False,,2023-05-21,False,2023-05-23,2023-06-06,apt,,,,,1000.0,credentials,"SCADA,active_directory,email,ERP,VPN",26.28,https://krebsonsecurity.com/2023/02/archdraft-developmen-breach-exposes-data/,,verified_media,4,99.66,Gold,,14521395.01,estimated,,,,8641070.85,3107223.4,,,26269689.26,disclosed,21129433.44,41984758.11,27717918.15,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Construction
2025-1225-001,Atlanta Components Holdings Inc.,326625998.19,US,31-33,,1374,True,ATL2,2025-12-25,False,2026-01-26,2026-05-01,apt,,,Akira,probable,3392784.0,PII,"payment_systems,SCADA,CRM",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001845220&type=8-K&dateb=20250713&owner=include&count=10,,sec_filing,1,92.93,Gold,,819834.32,calculated,,,,828953.95,162001.59,,,1810789.86,calculated,1418950.24,2747782.03,1810789.86,CPI-U 2025 (321.5),13.44,12.06,11.74,11.97,12.18,422338.0,1563221.0,S&P 500 Industrials,0.001547,-0.0262,-0.007321,0.010159,-0.03064,-0.007321,0.010159,-0.009406,-2.1349,0.93255,0.7174,1.0,False,1610312156.81,3.7014,0.030778,0.056576,32.0,Manufacturing
2022-1116-001,Minneapolis Electric Group Inc.,28961677805.62,MX,22,,54205,False,,2022-11-16,False,2023-01-15,2023-01-21,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,,,,,"HR_systems,backup_systems,website,SCADA",,https://krebsonsecurity.com/2022/12/minneapolis-electric-breach-exposes-data/,https://www.ico.org.uk/decisions/2022/04/INQ-2022-00189,verified_media,3,84.07,Silver,,4826651.0,estimated,,,,3376518.54,1318557.62,,3555471.89,9521727.16,estimated,6663252.78,12222669.56,10460218.63,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities
